"birthsite","year_birth","year","animal_id","year_cap","age","weight","weightkg","points_total","mass_total","bcsin","bcscm","annual.cy","rain.site.cy","annual.by","rain.site.by"
"dmp",2009,2011,"270-2009-1-011",2011,2,137,62,8,24.5,95.125,242,14.1,"dmp_1",20.4,"dmp_2"
"dmp",2009,2014,"270-2009-1-011",2014,5,192,87,8,31,130.25,331,22.1,"dmp_2",20.4,"dmp_2"
"dmp",2009,2014,"270-2009-1-002",2014,5,216,98,9,31.75,132.25,336,22.1,"dmp_2",20.4,"dmp_2"
"dmp",2009,2018,"270-2009-1-024",2018,9,169,77,10,33.5,157.25,399,29.1,"dmp_3",20.4,"dmp_2"
"dmp",2009,2011,"270-2009-1-024",2011,2,151,69,8,21.75,99.5,253,14.1,"dmp_1",20.4,"dmp_2"
"dmp",2009,2015,"270-2009-1-011",2015,6,183,83,10,34.625,139.75,355,29.1,"dmp_3",20.4,"dmp_2"
"dmp",2009,2013,"270-2009-1-033",2013,4,167,76,13,30.375,153.75,391,34.5,"dmp_3",20.4,"dmp_2"
"dmp",2010,2011,"270-2010-1-025",2011,1,110,50,2,12,25.125,64,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-019",2012,2,134,61,10,21.125,94.375,240,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-001",2013,3,153,70,11,28.75,142.875,363,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-006",2012,2,138,63,10,26.125,114.375,291,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-038",2015,5,180,82,8,29.625,136.625,347,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-005",2020,10,167,76,10,34.75,142.5,362,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-028",2014,4,213,97,8,27.5,125.625,319,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-001",2019,9,196,89,14,35.125,170.125,432,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-021",2013,3,181,82,9,29.25,140.125,356,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-014",2011,1,104,47,3,13.75,46.125,117,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-019",2013,3,167,76,12,25.5,127.625,324,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-025",2016,6,181,82,13,36,180.5,458,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-028",2019,9,182,83,8,30.5,137,348,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-003",2018,8,151,69,11,35.5,167.625,426,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-009",2011,1,101,46,6,16.375,56.625,144,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-009",2018,8,192,87,10,34.5,173.25,440,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-038",2020,10,172,78,6,27.625,91,231,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-004",2011,1,99,45,5,15.375,50.25,128,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-023",2011,1,94,43,5,13,47,119,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-006",2015,5,173,79,8,34.625,138.875,353,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-027",2017,7,209,95,18,39,193.125,491,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-006",2016,6,186,85,11,38.875,184.5,469,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-028",2020,10,180,82,8,28.25,130.5,331,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-021",2021,11,173,79,11,28.25,118,300,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-038",2018,8,171,78,6,28.875,117.375,298,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-038",2014,4,186,85,8,29.25,139.625,355,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-019",2011,1,96,44,3,11.625,33.5,85,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-010",2015,5,173,79,18,37.125,206.5,525,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-010",2014,4,197,90,16,35.875,176.375,448,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-013",2011,1,109,50,7,17.5,62.125,158,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-023",2017,7,173,79,12,30.375,169.75,431,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-028",2015,5,200,91,8,29.5,136.5,347,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-021",2019,9,204,93,12,33.75,166.25,422,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-087",2018,8,211,96,11,36,190.25,483,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-021",2016,6,197,90,13,35.375,172.375,438,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-010",2011,1,111,50,8,20.375,84.375,214,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-021",2017,7,198,90,16,35.25,189.875,482,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-003",2015,5,191,87,10,34.25,153.125,389,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-021",2014,4,195,89,13,34.5,162.875,414,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-001",2011,1,90,41,3,12.875,36.875,94,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-003",2014,4,200,91,10,31.625,150.125,381,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-021",2020,10,171,78,7,28,123.125,313,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-038",2011,1,105,48,7,16.5,59,150,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-028",2011,1,121,55,2,14.5,38.625,98,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-005",2017,7,173,79,11,35.75,150.875,383,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-027",2015,5,219,100,16,39.75,184.875,470,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-001",2012,2,143,65,9,24,104.75,266,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-005",2013,3,178,81,10,29.125,119.25,303,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-039",2015,5,173,79,8,28,137.375,349,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-001",2017,7,182,83,15,35.125,179.75,457,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-023",2018,8,172,78,9,31.25,156.5,398,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-006",2011,1,101,46,4,15.625,53,135,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-004",2012,2,135,61,8,22.125,93.625,238,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-003",2011,1,102,46,8,16.25,60.125,153,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-086",2016,6,201,91,11,34.25,159.125,404,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-005",2015,5,180,82,11,36,157.75,401,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-009",2021,11,179,81,12,32.375,161,409,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-007",2021,11,159,72,7,26.875,102.375,260,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-019",2019,9,188,85,11,31.625,146.75,373,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-023",2016,6,162,74,12,30.375,167.875,426,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-003",2012,2,151,69,8,23.875,103.5,263,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-007",2013,3,161,73,10,25.875,119.875,304,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-028",2016,6,205,93,8,30.375,139.5,354,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-027",2011,1,116,53,6,16.125,51.375,130,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-019",2021,11,169,77,12,29.375,145.625,370,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-013",2019,9,NA,NA,18,35.25,204.5,519,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-003",2016,6,187,85,10,37.25,165.625,421,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-006",2013,3,160,73,10,30.5,139.875,355,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-019",2014,4,180,82,13,27.25,138.875,353,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-009",2017,7,174,79,11,34.875,173.125,440,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-021",2012,2,156,71,10,25.5,118.875,302,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-086",2020,10,191,87,12,32.5,160.5,408,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-038",2013,3,163,74,8,25.875,127.875,325,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-038",2019,9,177,80,6,25.75,110,279,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-005",2011,1,108,49,6,16.125,52.5,133,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-028",2013,3,185,84,8,24.5,108.375,275,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-021",2018,8,204,93,11,34.75,156.625,398,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-007",2016,6,185,84,10,31.375,139.375,354,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-038",2021,11,163,74,5,24.75,87.125,221,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-039",2011,1,104,47,4,15.375,50.5,128,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-005",2016,6,188,85,11,37.125,161.25,410,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-007",2017,7,178,81,10,28.125,120.875,307,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-087",2017,7,227,103,19,35.125,195.125,496,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-086",2018,8,212,96,11,34.125,165,419,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-006",2018,8,179,81,12,38.125,195.25,496,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-087",2016,6,182,83,18,35.125,193,490,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-025",2019,9,192,87,14,33.875,173.875,442,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-021",2015,5,199,90,12,35.625,172.75,439,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-023",2019,9,179,81,10,31.125,162.25,412,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-010",2013,3,170,77,16,31.375,165.5,420,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-010",2019,9,183,83,11,42.75,177.75,451,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-003",2017,7,174,79,11,35.625,173.25,440,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-019",2018,8,180,82,11,31,144,366,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-009",2013,3,167,76,11,29,148.75,378,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-038",2012,2,144,65,8,20.875,99.375,252,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-019",2015,5,177,80,13,29.75,151.375,384,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-001",2014,4,186,85,12,32.375,163.875,416,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-087",2019,9,232,105,19,38,198.625,505,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-007",2012,2,142,65,7,23,85.875,218,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-027",2013,3,186,85,13,29.125,146.125,371,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-013",2018,8,187,85,16,37.25,191.125,485,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-025",2017,7,188,85,9,34.5,165.875,421,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2021,"270-2010-1-001",2021,11,168,76,10,29.25,132.125,336,19.4,"dmp_1",31.8,"dmp_3"
"dmp",2010,2013,"270-2010-1-003",2013,3,181,82,10,29.25,133.875,340,34.5,"dmp_3",31.8,"dmp_3"
"dmp",2010,2015,"270-2010-1-007",2015,5,190,86,11,33,147.75,375,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-025",2018,8,182,83,13,36,179.375,456,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-010",2018,8,184,84,15,38,206.75,525,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-006",2014,4,179,81,11,34.5,164.875,419,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-001",2018,8,189,86,12,37.625,169.5,431,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-007",2018,8,177,80,8,29.5,128.25,326,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-027",2014,4,218,99,15,35.625,182.375,463,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2018,"270-2010-1-027",2018,8,225,102,16,40.375,193.25,491,29.1,"dmp_3",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-086",2012,2,158,72,10,24.375,111.375,283,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-039",2017,7,187,85,8,27.875,137.75,350,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-039",2012,2,147,67,8,20.625,99.375,252,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-005",2019,9,183,83,11,35.75,142.875,363,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-086",2017,7,211,96,10,34.125,160,406,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-023",2020,10,174,79,12,28.75,155.375,395,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-039",2014,4,178,81,8,24,127.25,323,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-010",2012,2,159,72,12,28.625,143.125,364,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-009",2012,2,140,64,13,25.125,117.625,299,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-010",2017,7,184,84,17,37.875,204,518,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-038",2017,7,181,82,11,28.875,140.5,357,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2016,"270-2010-1-039",2016,6,178,81,8,29.125,138.875,353,20.2,"dmp_2",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-019",2020,10,177,80,10,31.25,147,373,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2020,"270-2010-1-010",2020,10,161,73,12,40.25,179,455,23.1,"dmp_2",31.8,"dmp_3"
"dmp",2010,2019,"270-2010-1-009",2019,9,190,86,13,35.75,178.375,453,12,"dmp_1",31.8,"dmp_3"
"dmp",2010,2017,"270-2010-1-028",2017,7,201,91,8,28.625,131.625,334,24.61,"dmp_2",31.8,"dmp_3"
"dmp",2010,2012,"270-2010-1-027",2012,2,146,66,12,26.75,118.125,300,15.8,"dmp_1",31.8,"dmp_3"
"dmp",2010,2011,"270-2010-1-086",2011,1,108,49,6,17.375,60.25,153,14.1,"dmp_1",31.8,"dmp_3"
"dmp",2010,2014,"270-2010-1-005",2014,4,192,87,10,32.375,137.875,350,22.1,"dmp_2",31.8,"dmp_3"
"dmp",2011,2016,"270-2011-1-215",2016,5,180,82,8,30.5,139.125,353,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-213",2018,7,189,86,13,34.75,185.75,472,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-244",2013,2,154,70,10,23,106.75,271,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-268",2017,6,175,80,21,37.625,235.75,599,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-242",2016,5,190,86,10,33.375,148.125,376,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-246",2021,10,154,70,9,31.375,136.875,348,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-260",2013,2,152,69,8,23.375,104.375,265,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-225",2016,5,156,71,10,27,136.625,347,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2020,"270-2011-1-213",2020,9,178,81,12,34.5,188.125,478,23.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-269",2017,6,185,84,14,32.875,181.25,460,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-261",2017,6,177,80,12,33.875,169.125,430,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-246",2017,6,155,70,8,31.5,144.75,368,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-295",2016,5,176,80,15,36.375,168.75,429,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-261",2018,7,179,81,12,34.75,167.75,426,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-248",2015,4,151,69,8,28,135.25,344,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-295",2018,7,185,84,14,37.25,162.875,414,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2020,"270-2011-1-333",2020,9,211,96,10,25.375,107,272,23.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-322",2016,5,164,75,18,40.625,207.375,527,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-260",2012,1,113,51,4,15,45,114,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-261",2015,4,171,78,11,32.625,163.625,416,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-261",2012,1,102,46,4,9.5,34.25,87,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-260",2014,3,184,84,8,27.625,123,312,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-242",2012,1,121,55,2,16.5,47.75,121,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-213",2016,5,195,89,17,35.875,197.75,502,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-225",2019,8,178,81,10,28.75,138.5,352,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-213",2017,6,176,80,16,32.5,185.5,471,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-246",2018,7,158,72,8,31.625,143.125,364,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-242",2018,7,206,94,12,36.25,159.25,404,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-248",2013,2,140,64,8,19.875,99,251,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-322",2013,2,129,59,13,26.125,133,338,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-333",2019,8,202,92,7,32,110,279,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-260",2015,4,193,88,8,27.75,138.625,352,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-244",2012,1,113,51,4,12,39.375,100,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-269",2015,4,172,78,12,31.375,154.625,393,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-333",2012,1,124,56,2,11.5,24.75,63,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-215",2014,3,168,76,9,27.125,122.625,311,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-333",2017,6,237,108,11,34.875,147.125,374,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-260",2019,8,210,95,8,30.25,138.5,352,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-213",2021,10,193,88,16,34.875,189.125,480,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-261",2019,8,185,84,10,32.125,127.375,324,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-215",2019,8,197,90,6,31.625,120.625,306,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-246",2019,8,169,77,10,32.75,150.875,383,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-260",2018,7,184,84,8,30.75,134.875,343,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-268",2013,2,145,66,9,24,113.75,289,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-246",2016,5,158,72,8,30.5,142.375,362,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-269",2012,1,118,54,2,12.5,29.75,76,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-247",2012,1,102,46,8,18.75,73.875,188,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2019,"270-2011-1-248",2019,8,168,76,8,29.125,129.5,329,12,"dmp_1",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-333",2018,7,204,93,13,33.625,135.5,344,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-333",2021,10,217,99,10,28.375,114.75,291,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-333",2013,2,172,78,8,20.25,84,213,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2018,"270-2011-1-225",2018,7,167,76,11,27.625,139.75,355,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-333",2015,4,207,94,8,30.375,128.75,327,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-260",2021,10,204,93,9,27,113.75,289,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2020,"270-2011-1-246",2020,9,156,71,8,30.875,137.625,350,23.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2012,"270-2011-1-322",2012,1,102,46,6,15.625,50.875,129,15.8,"dmp_1",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-260",2016,5,197,90,9,32.75,146.375,372,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-215",2013,2,149,68,5,19.5,77.625,197,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-242",2021,10,206,94,11,35.5,157.75,401,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-244",2014,3,173,79,10,28.5,141.25,359,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-269",2021,10,182,83,NA,NA,NA,NA,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-322",2015,4,159,72,15,38,183.25,465,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-247",2014,3,177,80,13,30.875,182.625,464,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2021,"270-2011-1-225",2021,10,168,76,11,25.25,122,310,19.4,"dmp_1",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-333",2016,5,202,92,10,33.875,144.75,368,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-246",2014,3,159,72,8,24.875,125.375,318,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2014,"270-2011-1-269",2014,3,161,73,10,25.875,132.625,337,22.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-250",2013,2,167,76,8,19.75,95.375,242,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-260",2017,6,199,90,9,31.125,147.25,374,24.61,"dmp_2",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-261",2016,5,174,79,11,34.875,175.5,446,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-215",2015,4,168,76,10,30,147.125,374,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-247",2013,2,143,65,10,25.75,139.25,354,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2013,"270-2011-1-213",2013,2,144,65,9,22.25,99.75,253,34.5,"dmp_3",14.1,"dmp_1"
"dmp",2011,2016,"270-2011-1-269",2016,5,178,81,12,35,164,417,20.2,"dmp_2",14.1,"dmp_1"
"dmp",2011,2020,"270-2011-1-269",2020,9,193,88,13,30.25,117.625,299,23.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2020,"270-2011-1-261",2020,9,177,80,10,34.875,167.75,426,23.1,"dmp_2",14.1,"dmp_1"
"dmp",2011,2015,"270-2011-1-250",2015,4,203,92,8,26.625,134,340,29.1,"dmp_3",14.1,"dmp_1"
"dmp",2011,2017,"270-2011-1-215",2017,6,182,83,8,30.375,142.125,361,24.61,"dmp_2",14.1,"dmp_1"
