Unique Buck Code #,Date ,Capture Year,Birth Year,Captured ,Released,Sex,Age,Weight,Tag Color,Button Color,Tag # Rt,Tag # Left,Sire,DMP or Pasture,# Typical Points,# Total Points,Total Mass,B&C Score,Rounded B&C (=rounddown),Rounded B&C (=mround) to 5,True Spike (2 pts) or Forked As Yearling ,TP&W Spike (2 or 3 pts) or Forked As Yearling ,Pit Tag #,Deer Name,Ear Tag Radio Frequency,Comments,Gray Face,Roman Nose,Wrinkled Around Ears,Loose Skin Around Face,Loose Skin Around Neck,Loose Skin Around Chest,Circumference around the Face at the Eyes,Circumference at midpoint between tip of Nose and Eyes,Distance between a line running between the eyes and the Nose Tip,Ear tip to Ear tip,Stomach Girth:,Neck Circumference:,Vertical Height of Tarsal Glands:,Horizontal Width of Tarsal Glands,Staining on Tarsal Glands:,Ratio of Circum at Eyes to Dist Eyes-Nose Tip,Ratio Circum at Eyes to Circum Mid Point
270-2020-0-2094,11/19/20,2020,2020,West Yana,West Yana,Male,0.5,54,Blue,Red,2094,2094,,Pasture,,,,,,,,,982000407647150,,,,,,,,,,,,,,,,,,,,
90-2008-0-055,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,54,Blue,Blue,55,55,,Pasture,,,,,,,Forked,Spike,985121004930740,,,,,,,,,,,,,,,,,,,,
90-2011-0-370,1/4/12,2011,2011,East Yana,East Yana,Male,0.5,54,White,White,370,370,,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-2012-0-349,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,54,Yellow,Yellow,349,349,,Pasture,,,,,,,Spike,Spike,982000163671068,,,,,,,,,,,,,,,,,,,,
90-2014-0-473,1/6/15,2014,2014,East Yana,East Yana,Male,0.5,54,Blue,Blue,473,473,,Pasture,,,,,,,Spike,Spike,982000364011266,,,,,,,,,,,,,,,,,,,,
90-2015-0-564,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,54,Green,Green,564,564,,Pasture,,,,,,,Forked,Forked,982000364325811,,,,,,,,,,,,,,,,,,,,
90-2015-0-565,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,54,Green,Green,565,565,,Pasture,,,,,,,,,982000364310859,,,,,,,,,,,,,,,,,,,,
90-2015-0-568,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,54,Green,Green,568,568,,Pasture,,,,,,,Spike,Spike,982000365035687,,,,,,,,,,,,,,,,,,,,
90-2015-0-579,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,54,Green,Green,579,579,,Pasture,,,,,,,Forked,Forked,982000364916749,,,,,,,,,,,,,,,,,,,,
90-2020-0-2076,11/18/20,2020,2020,East Yana,East Yana,Male,0.5,54,Blue,Blue,2076,2076,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
90-2020-0-2087,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,54,Blue,Blue,2087,2087,,Pasture,,,,,,,Spike,Spike,982000407672563,,,,,,,,,,,,,,,,,,,,
90-2020-0-2088,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,54,Blue,Blue,2088,2088,,Pasture,,,,,,,,,982000407647286,,,,,,,,,,,,,,,,,,,,
90-2021-0-2176,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,54,Green,Green,2176,2176,,Pasture,,,,,,,Forked,Spike,989001040448347,,,,,,,,,,,,,,,,,,,,
90-2022-0-160,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,54,Purple,Purple,160,160,,Pasture,,,,,,,,,989001040448488,,,,,,,,,,,,,,,,,,,  ,  
90-2022-0-167,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,54,Purple,Purple,167,167,,Pasture,,,,,,,,,989001040448336,,,,,,,,,,,,,,,,,,,  ,  
270-2012-0-341,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,55,Yellow,Red,341,341,,Pasture,,,,,,,Spike,Spike,982000163668306,,,,,,,,,,,,,,,,,,,,
270-2013-0-261,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,55,Red,Green,261,261,,Pasture,,,,,,,Forked,Forked,989001001238067,,,,,,,,,,,,,,,,,,,,
270-2014-0-445,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,55,Blue,Red,445,445,,Pasture,,,,,,,,,982000364008727,,,,,,,,,,,,,,,,,,,,
270-2014-0-446,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,55,Blue,Red,446,446,,Pasture,,,,,,,Spike,Spike,982000364009019,,,,,,,,,,,,,,,,,,,,
270-2015-0-558,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,55,Green,Red,558,558,,Pasture,,,,,,,,,982000363985911,,,,,,,,,,,,,,,,,,,,
270-2016-0-676,1/5/17,2016,2016,West Yana,West Yana,Male,0.5,55,Purple,Red,676,676,,Pasture,,,,,,,Forked,Forked,982000365034852,,,,,,,,,,,,,,,,,,,,
270-2017-0-744,12/6/17,2017,2017,West Yana,West Yana,Male,0.5,55,White,Red,744,744,,Pasture,,,,,,,Forked,Forked,982000419805388,,,,,,,,,,,,,,,,,,,,
90-2008-0-032,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,55,Blue,Blue,32,32,,Pasture,,,,,,,Forked,Forked,985121004886966,,,,,,,,,,,,,,,,,,,,
90-2008-0-041,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,55,Blue,Blue,41,41,,Pasture,,,,,,,Forked,Forked,985121011280130,,,,,,,,,,,,,,,,,,,,
90-2010-0-103,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,55,Purple,Purple,103,103,,Pasture,,,,,,,Forked,Forked,985121021198467,,,,,,,,,,,,,,,,,,,,
90-2012-0-328,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,55,Yellow,Yellow,328,328,,Pasture,,,,,,,Spike,Spike,982000190650199,,,,,,,,,,,,,,,,,,,,
90-2013-0-281,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,55,Red,Red,281,281,,Pasture,,,,,,,Spike,Spike,989001001238060,,,,,,,,,,,,,,,,,,,,
90-2014-0-456,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,55,Blue,Blue,456,456,,Pasture,,,,,,,Forked,Forked,982000364008510,,,,,,,,,,,,,,,,,,,,
90-2014-0-458,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,55,Blue,Blue,458,458,,Pasture,,,,,,,Forked,Spike,982000363989556,,,,,,,,,,,,,,,,,,,,
90-2015-0-572,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,55,Green,Green,572,572,,Pasture,,,,,,,Forked,Spike,982000365011548,,,,,,,,,,,,,,,,,,,,
90-2022-0-168,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,55,Purple,Purple,168,168,,Pasture,,,,,,,,,989001040447220,,,,,,,,,,,,,,,,,,,  ,  
270-2012-0-330,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,56,Yellow,Red,330,330,,Pasture,,,,,,,Forked,Forked,982000163671257,,,,,,,,,,,,,,,,,,,,
270-2013-0-258,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,56,Red,Green,258,258,,Pasture,,,,,,,,,989001001238097,,,,,,,,,,,,,,,,,,,,
270-2014-0-444,10/29/14,2014,2014,West Yana,West Yana,Male,0.5,56,Blue,Red,444,444,,Pasture,,,,,,,Forked,Forked,982000364004248,,,,,,,,,,,,,,,,,,,,
270-2015-0-552,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,56,Green,Red,552,552,,Pasture,,,,,,,,,982000190557019,,,,,,,,,,,,,,,,,,,,
270-2015-0-584,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,56,Green,Red,584,584,,Pasture,,,,,,,,,982000364845044,,,,,,,,,,,,,,,,,,,,
270-2015-0-586,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,56,Green,Red,586,586,,Pasture,,,,,,,,,982000364916899,,,,,,,,,,,,,,,,,,,,
90-2008-0-033,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,56,Blue,Blue,33,33,,Pasture,,,,,,,Forked,Forked,985121012586389,,,,,,,,,,,,,,,,,,,,
90-2010-0-105,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,56,Purple,Purple,105,105,,Pasture,,,,,,,,,985121021159121,,,,,,,,,,,,,,,,,,,,
90-2011-0-351,11/2/11,2011,2011,East Yana,East Yana,Male,0.5,56,White,White,351,351,,Pasture,,,,,,,Forked,Forked,982000163671190,,,,,,,,,,,,,,,,,,,,
90-2012-0-346,10/31/12,2012,2012,East Yana,East Yana,Male,0.5,56,Yellow,Yellow,346,346,,Pasture,,,,,,,Forked,Forked,982000163671272,,,,,,,,,,,,,,,,,,,,
90-2013-0-273,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,56,Red,Red,273,273,,Pasture,,,,,,,,,989001001238053,,,,,,,,,,,,,,,,,,,,
90-2013-0-285,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,56,Red,Red,285,285,,Pasture,,,,,,,,,989001001238145,,,,,,,,,,,,,,,,,,,,
90-2015-0-575,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,56,Green,Green,575,575,,Pasture,,,,,,,,,982000364948840,,,,,,,,,,,,,,,,,,,,
90-2016-0-669,1/5/17,2016,2016,East Yana,East Yana,Male,0.5,56,Purple,Purple,669,669,,Pasture,,,,,,,Spike,Spike,982000365037614,,,,,,,,,,,,,,,,,,,,
90-2017-0-776,12/13/17,2017,2017,East Yana,East Yana,Male,0.5,56,White,White,776,776,,Pasture,,,,,,,Forked,Forked,982000419806020,,,,,,,,,,,,,,,,,,,,
90-2017-0-785,12/21/17,2017,2017,East Yana,East Yana,Male,0.5,56,White,White,785,785,,Pasture,,,,,,,Spike,Spike,982000419805403,,,,,,,,,,,,,,,,,,,,
90-2017-0-787,12/21/17,2017,2017,East Yana,East Yana,Male,0.5,56,White,White,787,787,,Pasture,,,,,,,Forked,Spike,982000419805405,,,,,,,,,,,,,,,,,,,,
90-2020-0-2082,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,56,Blue,Blue,2082,2082,,Pasture,,,,,,,Spike,Spike,982000407647410,,,,,,,,,,,,,,,,,,,,
90-2021-0-2180,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,56,Green,Green,2180,2180,,Pasture,,,,,,,Forked,Spike,989001040448139,,,,,,,,,,,,,,,,,,,,
90-2022-0-157,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,56,Purple,Purple,157,157,,Pasture,,,,,,,,,989001040461619,,,,,,,,,,,,,,,,,,,  ,  
90-2022-0-161,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,56,Purple,Purple,161,161,,Pasture,,,,,,,,,989001040448392,,,,,,,,,,,,,,,,,,,  ,  
90-2022-0-166,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,56,Purple,Purple,166,166,,Pasture,,,,,,,,,989001040448452,,,,,,,,,,,,,,,,,,,  ,  
270-2012-0-338,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,57,Yellow,Red,338,338,,Pasture,,,,,,,Forked,Forked,982000163671292,,,,,,,,,,,,,,,,,,,,
270-2012-0-342,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,57,Yellow,Red,342,342,,Pasture,,,,,,,Forked,Forked,982000163671544,,,,,,,,,,,,,,,,,,,,
270-2013-0-265,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,57,Red,Green,265,265,,Pasture,,,,,,,Spike,Spike,989001001238115,,,,,,,,,,,,,,,,,,,,
270-2015-0-556,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,57,Green,Red,556,556,,Pasture,,,,,,,,,982000364008996,,,,,,,,,,,,,,,,,,,,
270-2016-0-650,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,57,Purple,Red,650,650,,Pasture,,,,,,,,,982000419805999,,,,,,,,,,,,,,,,,,,,
270-2016-0-653,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,57,Purple,Red,653,653,,Pasture,,,,,,,Forked,Spike,982000419806041,,,,,,,,,,,,,,,,,,,,
270-2022-0-182,11/17/22,2022,2022,West Yana,West Yana,Male,0.5,57,Purple,Red,182,182,Pasture,Pasture,,,,,,,,,989001040456956,,,,,,,,,,,,,,,,,,,  ,  
90-2010-0-101,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,57,Purple,Purple,101,101,,Pasture,,,,,,,Forked,Forked,985121021134408,,,,,,,,,,,,,,,,,,,,
90-2014-0-464,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,57,Blue,Blue,464,464,,Pasture,,,,,,,Forked,Forked,982000363984136,,,,,,,,,,,,,,,,,,,,
90-2015-0-570,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,57,Green,Green,570,570,,Pasture,,,,,,,Spike,Spike,982000364957791,,,,,,,,,,,,,,,,,,,,
90-2015-0-574,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,57,Green,Green,574,574,,Pasture,,,,,,,Forked,Forked,982000364954508,,,,,,,,,,,,,,,,,,,,
90-2016-0-662,12/8/16,2016,2016,East Yana,East Yana,Male,0.5,57,Purple,Purple,662,662,,Pasture,,,,,,,Forked,Forked,982000419806018,,,,,,,,,,,,,,,,,,,,
90-2020-0-2091,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,57,Blue,Blue,2091,2091,,Pasture,,,,,,,Forked,Forked,982000407648402,,,,,,,,,,,,,,,,,,,,
270-2015-0-549,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,58,Green,Red,549,549,,Pasture,,,,,,,Spike,Spike,982000364943580,,,,,,,,,,,,,,,,,,,,
270-2015-0-583,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,58,Green,Red,583,583,,Pasture,,,,,,,Forked,Forked,982000365011784,,,,,,,,,,,,,,,,,,,,
90-2008-0-038,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,58,Blue,Blue,38,38,,Pasture,,,,,,,,,985121012542916,,,,,,,,,,,,,,,,,,,,
90-2009-0-068,12/1/09,2009,2009,East Yana,East Yana,Male,0.5,58,Green ,Green,68,68,,Pasture,,,,,,,Forked,Forked,985121020136198,,,,,,,,,,,,,,,,,,,,
90-2010-0-106,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,58,Purple,Purple,106,106,,Pasture,,,,,,,,,985121021147194,,,,,,,,,,,,,,,,,,,,
90-2011-0-358,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,58,White,White,358,358,,Pasture,,,,,,,Forked,Forked,982000163667991,,,,,,,,,,,,,,,,,,,,
90-2011-0-362,11/3/11,2011,2011,East Yana,East Yana,Male,0.5,58,White,White,362,362,,Pasture,,,,,,,Forked,Spike,982000163670731,,,,,,,,,,,,,,,,,,,,
90-2013-0-287,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,58,Red,Red,287,287,,Pasture,,,,,,,Forked,Forked,missed putting one in,,,,,,,,,,,,,,,,,,,,
90-2014-0-463,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,58,Blue,Blue,463,463,,Pasture,,,,,,,Spike,Spike,982000364324927,,,,,,,,,,,,,,,,,,,,
90-2015-0-567,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,58,Green,Green,567,567,,Pasture,,,,,,,,,982000364806843,,,,,,,,,,,,,,,,,,,,
90-2016-0-661,12/8/16,2016,2016,East Yana,East Yana,Male,0.5,58,Purple,Purple,661,661,,Pasture,,,,,,,Forked,Forked,982000419806017,,,,,,,,,,,,,,,,,,,,
90-2016-0-664,1/5/17,2016,2016,East Yana,East Yana,Male,0.5,58,Purple,Purple,664,664,,Pasture,,,,,,,Forked,Forked,982000365011073,,,,,,,,,,,,,,,,,,,,
90-2018-0-852,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,58,Yellow,Yellow,852,852,,Pasture,,,,,,,Forked,Forked,982000408563216,,,,,,,,,,,,,,,,,,,,
90-2018-0-859,11/28/18,2018,2018,East Yana,East Yana,Male,0.5,58,Yellow,Yellow,859,859,,Pasture,,,,,,,Forked,Spike,982000408566271,,,,,,,,,,,,,,,,,,,,
90-2020-0-2084,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,58,Blue,Blue,2084,2084,,Pasture,,,,,,,Forked,Forked,982000407647098,,,,,,,,,,,,,,,,,,,,
90-2020-0-2086,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,58,Blue,Blue,2086,2086,,Pasture,,,,,,,Spike,Spike,982000407647650,,,,,,,,,,,,,,,,,,,,
90-2021-0-2190,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,58,Green,Green,2190,2190,,Pasture,,,,,,,Spike,Spike,989001040445793,,,,,,,,,,,,,,,,,,,,
90-2022-0-170,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,58,Purple,Purple,170,170,,Pasture,,,,,,,,,989001040448329,,,,,,,,,,,,,,,,,,,  ,  
90-2022-0-172,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,58,Purple,Purple,172,172,,Pasture,,,,,,,,,989001040448329,,,,,,,,,,,,,,,,,,,  ,  
270-2011-0-342,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,59,White,Red,342,342,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2012-0-331,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,59,Yellow,Red,331,331,,Pasture,,,,,,,Forked,Spike,982000163686946,,,,,,,,,,,,,,,,,,,,
270-2013-0-263,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,59,Red,Green,263,263,,Pasture,,,,,,,,,989001001238089,,,,,,,,,,,,,,,,,,,,
270-2015-0-551,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,59,Green,Red,551,551,,Pasture,,,,,,,Forked,Forked,982000364948465,,,,,,,,,,,,,,,,,,,,
270-2015-0-553,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,59,Green,Red,553,553,,Pasture,,,,,,,Forked,Forked,982000364034486,,,,,,,,,,,,,,,,,,,,
270-2015-0-587,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,59,Green,Red,587,587,,Pasture,,,,,,,,,982000364916690,,,,,,,,,,,,,,,,,,,,
270-2019-0-944,1/16/20,2019,2019,West Yana,West Yana,Male,0.5,59,Red,Black,944,944,,Pasture,,,,,,,Spike,Spike,982000407599520,,,,,,,,,,,,,,,,,,,,
270-2021-0-2169,11/17/21,2021,2021,West Yana,West Yana,Male,0.5,59,Green,Red,2169,2169,,Pasture,,,,,,,Spike,Spike,989001040448491,,,,,,,,,,,,,,,,,,,,
270-2021-0-2171,11/17/21,2021,2021,West Yana,West Yana,Male,0.5,59,Green,Red,2171,2171,,Pasture,,,,,,,,,982000407645908,,,,,,,,,,,,,,,,,,,,
90-2012-0-319,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,59,Yellow,Yellow,319,319,,Pasture,,,,,,,Forked,Forked,982000190213736,,,,,,,,,,,,,,,,,,,,
90-2012-0-321,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,59,Yellow,Yellow,321,321,,Pasture,,,,,,,Forked,Forked,982000190369255,,,,,,,,,,,,,,,,,,,,
90-2014-0-472,1/6/15,2014,2014,East Yana,East Yana,Male,0.5,59,Blue,Blue,472,472,,Pasture,,,,,,,,,982000364325597,,,,,,,,,,,,,,,,,,,,
90-2017-0-783,12/21/17,2017,2017,East Yana,East Yana,Male,0.5,59,White,White,783,783,,Pasture,,,,,,,Forked,Forked,982000419805411,,,,,,,,,,,,,,,,,,,,
90-2019-0-975,11/15/19,2019,2019,East Yana,East Yana,Male,0.5,59,Red,Red,975,975,,Pasture,,,,,,,Forked,Forked,985111000000000,,,,,,,,,,,,,,,,,,,,
90-2019-0-986,1/16/20,2019,2019,East Yana,East Yana,Male,0.5,59,Red,Red,986,986,,Pasture,,,,,,,Forked,Spike,982000408567598,,,,,,,,,,,,,,,,,,,,
90-2020-0-2080,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,59,Blue,Blue,2080,2080,,Pasture,,,,,,,Forked,Forked,982000407647558,,,,,,,,,,,,,,,,,,,,
90-2022-0-165,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,59,Purple,Purple,165,165,,Pasture,,,,,,,,,989001040448246,,,,,,,,,,,,,,,,,,,  ,  
270-2011-0-345,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,60,White,Red,345,345,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2017-0-749,12/21/17,2017,2017,West Yana,West Yana,Male,0.5,60,White,Red,749,749,,Pasture,,,,,,,Forked,Forked,982000419805407,,,,,,,,,,,,,,,,,,,,
270-2018-0-862,11/29/18,2018,2018,West Yana,West Yana,Male,0.5,60,Yellow,Purple,862,862,,Pasture,,,,,,,Forked,Forked,982000408557321,,,,,,,,,,,,,,,,,,,,
90-2008-0-029,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,60,Blue,Blue,29,29,,Pasture,,,,,,,,,985121004909238,,,,,,,,,,,,,,,,,,,,
90-2013-0-286,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,60,Red,Red,286,286,,Pasture,,,,,,,Spike,Spike,989001001238057,,,,,,,,,,,,,,,,,,,,
90-2014-0-457,10/29/14,2014,2014,East Yana,East Yana,Male,0.5,60,Blue,Blue,457,457,,Pasture,,,,,,,Forked,Spike,982000363983827,,,,,,,,,,,,,,,,,,,,
90-2015-0-566,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,60,Green,Green,566,566,,Pasture,,,,,,,Forked,Forked,982000365011680,,,,,,,,,,,,,,,,,,,,
90-2016-0-660,12/8/16,2016,2016,East Yana,East Yana,Male,0.5,60,Purple,Purple,660,660,,Pasture,,,,,,,,,982000419806016,,,,,,,,,,,,,,,,,,,,
90-2016-0-665,1/5/17,2016,2016,East Yana,East Yana,Male,0.5,60,Purple,Purple,665,665,,Pasture,,,,,,,,,982000364906201,,,,,,,,,,,,,,,,,,,,
90-2016-0-666,1/5/17,2016,2016,East Yana,East Yana,Male,0.5,60,Purple,Purple,666,666,,Pasture,,,,,,,Forked,Forked,982000364942460,,,,,,,,,,,,,,,,,,,,
90-2021-0-2181,11/17/21,2021,2021,East Yana,East Yana,Male,0.5,60,Green,Green,2181,2181,,Pasture,,,,,,,Spike,Spike,989001040448482,,,,,,,,,,,,,,,,,,,,
90-2022-0-174,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,60,Purple,Purple,174,174,,Pasture,,,,,,,,,989001040448384,,,,,,,,,,,,,,,,,,,  ,  
270-2011-0-338,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,61,White,Red,338,338,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2011-0-340,1/4/12,2011,2011,West Yana,West Yana,Male,0.5,61,White,Red,340,340,,Pasture,,,,,,,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2012-0-333,10/31/12,2012,2012,West Yana,West Yana,Male,0.5,61,Yellow,Red,333,333,,Pasture,,,,,,,Forked,Forked,982000149985890,,,,,,,,,,,,,,,,,,,,
270-2015-0-582,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,61,Green,Red,582,582,,Pasture,,,,,,,,,982000365080189,,,,,,,,,,,,,,,,,,,,
270-2015-0-585,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,61,Green,Red,585,585,,Pasture,,,,,,,,,982000364954257,,,,,,,,,,,,,,,,,,,,
270-2015-0-589,12/10/15,2015,2015,West Yana,West Yana,Male,0.5,61,Green,Red,589,589,,Pasture,,,,,,,Spike,Spike,982000365076513,,,One of his Ear Tags ripped out at release,,,,,,,,,,,,,,,,,
90-2007-0-016,12/4/07,2007,2007,East Yana,East Yana,Male,0.5,61,Red,Red,16,16,,Pasture,,,,,,,Forked,Spike,985121004884463,,,,,,,,,,,,,,,,,,,,
90-2010-0-107,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,61,Purple,Purple,107,107,,Pasture,,,,,,,,,985121021188716,,,,,,,,,,,,,,,,,,,,
90-2010-0-109,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,61,Purple,Purple,109,109,,Pasture,,,,,,,,,985121021110554,,,,,,,,,,,,,,,,,,,,
90-2015-0-573,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,61,Green,Green,573,573,,Pasture,,,,,,,,,982000365029863,,,,,,,,,,,,,,,,,,,,
90-2019-0-979,1/16/20,2019,2019,East Yana,East Yana,Male,0.5,61,Red,Red,979,979,,Pasture,,,,,,,Spike,Spike,985111001875489,,,,,,,,,,,,,,,,,,,,
90-2022-0-173,11/16/22,2022,2022,East Yana,East Yana,Male,0.5,61,Purple,Purple,173,173,,Pasture,,,,,,,,,989001040448261,,,,,,,,,,,,,,,,,,,  ,  
270-2016-0-652,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,62,Purple,Red,652,652,,Pasture,,,,,,,Forked,Forked,982000419806009,,,,,,,,,,,,,,,,,,,,
270-2016-0-655,12/7/16,2016,2016,West Yana,West Yana,Male,0.5,62,Purple,Red,655,655,,Pasture,,,,,,,Forked,Forked,982000419806008,,,,,,,,,,,,,,,,,,,,
90-2008-0-058,11/10/08,2008,2008,East Yana,East Yana,Male,0.5,62,Blue,Blue,58,58,,Pasture,,,,,,,,,985121012581493,,,,,,,,,,,,,,,,,,,,
90-2010-0-111,11/1/10,2010,2010,East Yana,East Yana,Male,0.5,62,Purple,Purple,111,111,,Pasture,,,,,,,Forked,Forked,985121021200699,,,,,,,,,,,,,,,,,,,,
90-2012-0-329,10/30/12,2012,2012,East Yana,East Yana,Male,0.5,62,Yellow,Yellow,329,329,,Pasture,,,,,,,Forked,Forked,982000190213668,,,,,,,,,,,,,,,,,,,,
90-2013-0-282,11/14/13,2013,2013,East Yana,East Yana,Male,0.5,62,Red,Red,282,282,,Pasture,,,,,,,Forked,Forked,989001001238093,,,,,,,,,,,,,,,,,,,,
90-2015-0-561,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,62,Green,Green,561,561,,Pasture,,,,,,,,,982000364325502,,,,,,,,,,,,,,,,,,,,
90-2015-0-577,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,62,Green,Green,577,577,,Pasture,,,,,,,,,982000365065056,,,,,,,,,,,,,,,,,,,,
90-2015-0-578,12/10/15,2015,2015,East Yana,East Yana,Male,0.5,62,Green,Green,578,578,,Pasture,,,,,,,Forked,Forked,982000364844411,,,,,,,,,,,,,,,,,,,,
90-2017-0-777,12/19/17,2017,2017,East Yana,East Yana,Male,0.5,62,White,White,777,777,,Pasture,,,,,,,Spike,Spike,982000419806053,,,,,,,,,,,,,,,,,,,,
90-2017-0-786,12/21/17,2017,2017,East Yana,East Yana,Male,0.5,62,White,White,786,786,,Pasture,,,,,,,Forked,Forked,982000419805356,,,,,,,,,,,,,,,,,,,,
90-2020-0-2081,11/19/20,2020,2020,East Yana,East Yana,Male,0.5,62,Blue,Blue,2081,2081,,Pasture,,,,,,,Spike,Spike,982000407647513,,,,,,,,,,,,,,,,,,,,
270-2013-0-259,11/14/13,2013,2013,West Yana,West Yana,Male,0.5,63,Red,Green,259,259,,Pasture,,,,,,,,,989001001238073,,,,,,,,,,,,,,,,,,,,
270-2015-0-555,12/9/15,2015,2015,West Yana,West Yana,Male,0.5,63,Green,Red,555,555,,Pasture,,,,,,,Forked,Spike,982000364325700,,,,,,,,,,,,,,,,,,,,
270-2016-0-675,1/5/17,2016,2016,West Yana,West Yana,Male,0.5,63,Purple,Red,675,675,,Pasture,,,,,,,Spike,Spike,982000364948505,,,,,,,,,,,,,,,,,,,,
